critic,fresh,imdb,publication,quote,review_date,rtid,title
Rich Gold,fresh,57590.0,Variety,"It has sex, Eastmancolor, some prime performers and plenty of action.",2008-01-28,18019.0,Tom Jones
Jonathan Rosenbaum,rotten,57590.0,Chicago Reader,"Despite the fitful energy and the beauty of the settings, the ugliness of the mise en scene and the crudity of the editing tend to triumph.",2006-12-13,18019.0,Tom Jones
Robert Murphy,fresh,57590.0,Time Out,"Osborne's courageous hatchet job on Fielding's 1,000 page classic novel and Finney's gutsy performance add up to produce an enjoyable piece of irreverent entertainment.",2006-06-24,18019.0,Tom Jones
Bosley Crowther,fresh,57590.0,New York Times,"Prepare yourself for what is surely one of the wildest, bawdiest and funniest comedies that a refreshingly agile filmmaker has ever brought to the screen.",2003-05-20,18019.0,Tom Jones
Kate Cameron,fresh,60665.0,New York Daily News,"It is profoundly stirring in its dramatic conception, appealing as it does to the mind, heart, eye and ear.",2015-02-18,9416.0,A Man for All Seasons
Pauline Kael,rotten,60665.0,The New Republic,"There's more than a little of the school pageant in the rhythm of the movie: Though it's all neater than our school drama coaches could make it, the figures group and say their assigned lines and move on.",2012-08-30,9416.0,A Man for All Seasons
,fresh,60665.0,TIME Magazine,One of the most intelligent religious movies ever made.,2009-02-20,9416.0,A Man for All Seasons
A.D. Murphy,fresh,60665.0,Variety,"Producer-director Fred Zinnemann has blended all filmmaking elements into an excellent, handsome and stirring film version of A Man For All Seasons.",2008-01-29,9416.0,A Man for All Seasons
Dave Kehr,rotten,60665.0,Chicago Reader,"Robert Bolt's boring historical drama functions best as an anthology of British acting styles, circa 1966.",2006-12-13,9416.0,A Man for All Seasons
Tom Charity,rotten,60665.0,Time Out,Orson Welles alone relieves the boredom in a marvellous cameo as Cardinal Wolsey. If only they'd let him loose with the whole sorry history...,2006-02-09,9416.0,A Man for All Seasons
Bosley Crowther,fresh,60665.0,New York Times,"A Man for All Seasons is a picture that inspires admiration, courage and thought.",2003-05-20,9416.0,A Man for All Seasons
Wanda Hale,fresh,61811.0,New York Daily News,"It's a pleasure, all too rare, to watch two splendid actors pitted against each other with equal force such as Sidney Poitier and Rod Steiger in the exceptional murder mystery, In the Heat of the Night.",2015-02-23,10722.0,In the Heat of the Night
Richard Roeper,fresh,61811.0,Richard Roeper.com,"Social importance aside, In the Heat of the Night works as a buddy film and as a tense thriller.",2014-01-15,10722.0,In the Heat of the Night
,fresh,61811.0,TIME Magazine,No deep solutions are suggested in this subtle and meticulously observed study. Yet Director Norman Jewison has used his camera to extract a cer tain rough-cut beauty from each protagonist.,2009-02-20,10722.0,In the Heat of the Night
A.D. Murphy,fresh,61811.0,Variety,"An excellent Sidney Poitier performance, and an outstanding one by Rod Steiger, overcome some noteworthy flaws to make In The Heat of the Night an absorbing contemporary murder drama.",2008-02-19,10722.0,In the Heat of the Night
Dave Kehr,fresh,61811.0,Chicago Reader,A decent piece of do-good cinema.,2006-12-13,10722.0,In the Heat of the Night
Paul Taylor,fresh,61811.0,Time Out,Oozes sufficient Southern sweat and features enough admirably crumpled character faces to make up for its over-strident liberal rhetoric.,2006-02-09,10722.0,In the Heat of the Night
Bosley Crowther,fresh,61811.0,New York Times,A film that has the look and sound of actuality and the pounding pulse of truth.,2003-05-20,10722.0,In the Heat of the Night
Wanda Hale,fresh,63385.0,New York Daily News,Oliver! is a timeless classic that will be as lovable in 10 or 20 years as it is today.,2015-02-27,9458.0,Oliver!
Vincent Canby,rotten,63385.0,New York Times,"The focus of the movie is so wide, and the logistics of the production so heavy, that Oliver himself, dutifully played by 9-year-old Mark Lester, gets flattened out and almost lost, as if he had been run over by a studio bulldozer.",2014-02-24,9458.0,Oliver!
Rich Gold,fresh,63385.0,Variety,There's plenty of mileage left in the famous story.,2008-02-19,9458.0,Oliver!
,fresh,63385.0,TIME Magazine,"After a season of watching inane twitching in the name of dance, the viewer is most happily greeted by Onna White's choreography, an exuberant step-by-step exploration of Victorian zeal.",2008-02-19,9458.0,Oliver!
Dave Kehr,rotten,63385.0,Chicago Reader,"In retrospect, it seems emblematic of the triviality Reed descended to in the last years of his career. The Third Man it's not.",2006-12-13,9458.0,Oliver!
W. Stephen Gilbert,rotten,63385.0,Time Out,"Reed is craftsman enough to make an efficient family entertainment out of Lionel Bart's musical, but not artist enough to put back any of Dickens' teeth which Bart had so assiduously drawn.",2006-01-26,9458.0,Oliver!
Roger Ebert,fresh,63385.0,Chicago Sun-Times,A treasure of a movie.,2004-10-23,9458.0,Oliver!
Kathleen Carroll,fresh,67116.0,New York Daily News,"Its trigger-fast, explosive scenes and high-tension chase sequences (the one in ""Bullitt"" pales by comparison) will have you literally gasping for breath.",2015-02-22,13751.0,The French Connection
Gene Siskel,fresh,67116.0,Chicago Tribune,"There is only one problem with the excitement generated by this film. After it is over, you will walk out of the theater and, as I did, curse the tedium of your own life. I kept looking for someone who I could throw up against a wall.",2013-01-18,13751.0,The French Connection
Jay Cocks,fresh,67116.0,TIME Magazine,A knockout police thriller with so much jarring excitement that it almost calls for comic-book expletives. POW! ZOWIE!,2009-02-20,13751.0,The French Connection
Robert B. Frederick,fresh,67116.0,Variety,"Producer Philip D'Antoni and screenwriter Ernest Tidyman have added enough fictional flesh to provide director William Friedkin and his overall topnotch cast with plenty of material, and they make the most of it.",2008-02-19,13751.0,The French Connection
J. Hoberman,fresh,67116.0,Village Voice,Popeye also earned counterculture points by mistakenly shooting a federal agent and exhibiting a conspicuous lack of remorse.,2007-08-28,13751.0,The French Connection
Dave Kehr,fresh,67116.0,Chicago Reader,"This 1971 thriller about a heroin bust is solid, slick filmmaking, full of dirty cops, shrewd operators, and slam-bang action.",2006-12-13,13751.0,The French Connection
Geoff Andrew,rotten,67116.0,Time Out,"An urban crime thriller which won undeserved acclaim for its efficient but unremarkable elevated-railway chase and its clumsy, showy emphasis on grainy, sordid realism.",2006-01-26,13751.0,The French Connection
Roger Ebert,fresh,67116.0,Chicago Sun-Times,"The French Connection is as amoral as its hero, as violent, as obsessed and as frightening.",2004-10-23,13751.0,The French Connection
Roger Greenspun,fresh,67116.0,New York Times,"It moves at magnificent speed, and exhausts itself in movement.",2003-05-21,13751.0,The French Connection
Gene Siskel,fresh,75148.0,Chicago Tribune,Sylvester Stallone [is] as likable as a basset hound.,2013-02-06,11405.0,Rocky
Richard Schickel,rotten,75148.0,TIME Magazine,"The story is achingly familiar, and though Stallone has a certain power, he is certainly not the subtlest actor to crawl out from under Marlon's overcoat.",2011-07-26,11405.0,Rocky
A.D. Murphy,fresh,75148.0,Variety,"There are occasional flashes that the film may be patronizing the lower end of the blue-collar mentality, as much if not more than the characters who keep putting Rocky down on the screen. However, Avildsen is noted for creating such ambiguities.",2009-02-20,11405.0,Rocky
Dave Kehr,fresh,75148.0,Chicago Reader,"I wanted to like it more than I did, but it'll do.",2006-12-13,11405.0,Rocky
Geoff Andrew,fresh,75148.0,Time Out,Rocky is an old-fashioned fairytale brilliantly revamped to chime in with the depressed mood of the '70s.,2006-06-24,11405.0,Rocky
Vincent Canby,rotten,75148.0,New York Times,"The screenplay of Rocky is purest Hollywood make-believe of the 1930's, but there would be nothing wrong with that, had the film been executed with any verve.",2005-05-09,11405.0,Rocky
Roger Ebert,fresh,75148.0,Chicago Sun-Times,"A description of it would sound like a cliche from beginning to end. But Rocky isn't about a story, it's about a hero. And it's inhabited with supreme confidence by a star.",2004-10-23,11405.0,Rocky
James Berardinelli,fresh,75148.0,ReelViews,The basic storyline has been done to death over the years; this is still one of the most effective and successful applications of the formula.,2000-01-01,11405.0,Rocky
Gary Arnold,fresh,82158.0,Washington Post,"Despite its bombastic tendencies, Chariots has a healthy glow that's charming.",2015-08-04,10818.0,Chariots of Fire
Dave Calhoun,rotten,82158.0,Time Out,"Oddly, for a film about triumph over adversity, there's nothing as uplifting as the opening and closing jogs along a windswept beach.",2015-02-21,10818.0,Chariots of Fire
Kathleen Carroll,fresh,82158.0,New York Daily News,"A movie that, with the help of Vangelis Papathanassiou's wonderfully stirring music, lifts the spirits to a new high.",2015-02-17,10818.0,Chariots of Fire
Gene Siskel,fresh,82158.0,Chicago Tribune,"Although it is extremely well made, I frankly don't understand what the shouting is about. Good, yes; great, no.",2013-02-06,10818.0,Chariots of Fire
Richard Schickel,fresh,82158.0,TIME Magazine,"Like every element in this picture, the actors look right; they seem to emerge from the past, instead of being pasted on to it, as so many characters in historical movies seem to be.",2008-08-01,10818.0,Chariots of Fire
Jack Pitman,fresh,82158.0,Variety,"No imbalance mars the pic, whose cross-the-board achievement lifts it to an impressive level of unified accomplishment.",2007-03-26,10818.0,Chariots of Fire
Dave Kehr,rotten,82158.0,Chicago Reader,"The battered Britons may have some excuse for enjoying this nostalgic re-creation of empire ideology, but what's ours?",2006-12-17,10818.0,Chariots of Fire
Geoff Andrew,rotten,82158.0,Time Out,Really this is an overblown piece of self-congratulatory emotional manipulation perfectly suited for Thatcherite liberals.,2006-02-09,10818.0,Chariots of Fire
Roger Ebert,fresh,82158.0,Chicago Sun-Times,This is strange. I have no interest in running and am not a partisan in the British class system. Then why should I have been so deeply moved by Chariots of Fire?,2004-10-23,10818.0,Chariots of Fire
Vincent Canby,fresh,82158.0,New York Times,"It's an exceptional film, about some exceptional people.",2003-05-20,10818.0,Chariots of Fire
James Berardinelli,fresh,82158.0,ReelViews,"Appreciation of this picture doesn't demand a love of sports, merely an understanding of human nature.",2000-01-01,10818.0,Chariots of Fire
Kathleen Carroll,fresh,86425.0,New York Daily News,"It takes all of perhaps five minutes to fall in love with the leading characters in Terms of Endearment and from that point on, the audience is just putty in the extremely capable hands of writer-director James L. Brooks.",2015-02-22,13026.0,Terms of Endearment
Gene Siskel,fresh,86425.0,Chicago Tribune,Terms of Endearment is about three relationships and students of screenwriting would do well to study the way in which these three stories are told completely and effortlessly in a movie of average length.,2013-01-18,13026.0,Terms of Endearment
Richard Schickel,fresh,86425.0,TIME Magazine,"Its quirky rhythms and veering emotional tones are very much its own, and they owe less to movie tradition than they do to a sense of how the law of unintended consequences pushes us ceaselessly through the years, permitting no pause for perspective.",2009-02-20,13026.0,Terms of Endearment
James Harwood,fresh,86425.0,Variety,"Brooks' dialog is wonderful throughout and all the characters carry off their assignments beautifully, even down to Danny De Vito and Norman Bennett as MacLaine's other suffering suitors.",2008-02-20,13026.0,Terms of Endearment
Dave Kehr,rotten,86425.0,Chicago Reader,"[Writer-director James L. Brooks] has television in his soul: his people are incredibly tiny (most are defined by a single stroke of obsessive behavior), and he chokes out his narrative in ten-minute chunks, separated by aching lacunae.",2006-12-17,13026.0,Terms of Endearment
David Pirie,fresh,86425.0,Time Out,"Then The Illness strikes, and the film changes gear completely, pulling out all the stops and almost incidentally delivering one of the best-acted, most moving death-bed scenes in recent memory.",2006-06-24,13026.0,Terms of Endearment
Roger Ebert,fresh,86425.0,Chicago Sun-Times,"The most remarkable achievement of Terms of Endearment, which is filled with great achievements, is its ability to find the balance between the funny and the sad, between moments of deep truth and other moments of high ridiculousness.",2004-10-23,13026.0,Terms of Endearment
Janet Maslin,fresh,86425.0,New York Times,"A funny, touching, beautifully acted film that covers more territory than it can easily manage.",2003-05-20,13026.0,Terms of Endearment
Kathleen Carroll,fresh,89755.0,New York Daily News,"The relationship between Karen Blixen and her British lover, Denys Finch Hatton, may fail to catch fire. But the production itself is so exquisitely served that you can't help but be grateful for this extraordinary visual treat.",2015-02-21,10091.0,Out of Africa
Jay Boyar,fresh,89755.0,Orlando Sentinel,"The relationship of Karen and Denys is a prickly and, despite the era in which it is set, curiously modern one. It's also at the heart of this understated movie.",2014-01-06,10091.0,Out of Africa
Sheila Benson,rotten,89755.0,Los Angeles Times,"Streep may convince us utterly that she is in love with Africa, but our views of it are a little too stately to really feel the place.",2014-01-06,10091.0,Out of Africa
Gene Siskel,rotten,89755.0,Chicago Tribune,My basic problem with this otherwise sumptuous and well-acted film is that I never was able to accept Redford in character.,2014-01-06,10091.0,Out of Africa
Richard Schickel,fresh,89755.0,TIME Magazine,"Out of Africa is, at last, the free-spirited, fullhearted gesture that everyone has been waiting for the movies to make all decade long. It reclaims the emotional territory that is rightfully theirs.",2009-02-20,10091.0,Out of Africa
James Harwood,rotten,89755.0,Variety,"Maybe the problem of the pacing is simply the nature of the beast these days with expensive period pieces. Once the difficult details are all in place, it may be too much to expect a director to resist milking every scene for more than it's worth.",2008-01-28,10091.0,Out of Africa
Dave Kehr,fresh,89755.0,Chicago Reader,"Sydney Pollack applies craftsmanship and restraint to a classic plot curve of longing, fulfillment, and loss, and although the denouement is a bit overextended, he never yields to facile, insistent sentimentality -- his effects are honestly won.",2007-02-05,10091.0,Out of Africa
Chris Peachment,rotten,89755.0,Time Out,"For all that it may come out of Africa, the film's final destination is not many miles from Disneyland.",2006-01-26,10091.0,Out of Africa
Vincent Canby,rotten,89755.0,New York Times,"With the exception of Miss Streep's performance, the pleasures of Out of Africa are all peripheral -- David Watkin's photography, the landscapes, the shots of animal life -all of which would fit neatly into a National Geographic layout.",2003-05-20,10091.0,Out of Africa
Roger Ebert,fresh,89755.0,Chicago Sun-Times,"Out of Africa is a great movie to look at, breathtakingly filmed on location. It is a movie with the courage to be about complex, sweeping emotions, and to use the star power of its actors without apology.",2000-01-01,10091.0,Out of Africa
James Berardinelli,fresh,89755.0,ReelViews,It tells a grand love story in less-than-grand fashion but is nevertheless worth seeing because of all the other things it does right.,1985-12-18,10091.0,Out of Africa
Kathleen Carroll,fresh,93389.0,New York Daily News,"As pure spectacle, ""The Last Emperor"" is a spellbinding peek behind the gate of a lost world.",2015-02-17,10619.0,The Last Emperor
Dave Kehr,fresh,93389.0,Chicago Tribune,"It is a hesitant, conservative approach that yields great elegance and a rhythm that carries the viewer along. Yet the film is haunted by a sense of opportunities not taken, of an artist deliberately reining in his artistry.",2014-01-07,10619.0,The Last Emperor
Desmond Ryan,fresh,93389.0,Philadelphia Inquirer,"If there is such a thing as voluptuous detachment, Bertolucci and John Lone have found it. Lone's achievement in his absorbing account of Pu Yi is to place him at a distance and yet make his plight totally involving.",2014-01-07,10619.0,The Last Emperor
Jay Boyar,fresh,93389.0,Orlando Sentinel,"There's probably a truly great movie in the story of Pu Yi, but The Last Emperor is not that movie. Still, what director Bernardo Bertolucci (Last Tango in Paris) has accomplished here is both ambitious and impressive.",2014-01-07,10619.0,The Last Emperor
Sheila Benson,fresh,93389.0,Los Angeles Times,As coolly lavish an epic as we may ever see.,2013-02-22,10619.0,The Last Emperor
Lisa Schwarzbaum,fresh,93389.0,Entertainment Weekly,The expanse of time is saturated with an expanse of visual beauty that feels absolutely right for the story.,2011-09-07,10619.0,The Last Emperor
Richard Schickel,fresh,93389.0,TIME Magazine,It works astonishingly well.,2009-02-20,10619.0,The Last Emperor
Todd McCarthy,fresh,93389.0,Variety,Constantly absorbing and tremendously interesting.,2008-02-20,10619.0,The Last Emperor
Brian Case,fresh,93389.0,Time Out,"John Lone is superb as the sad mediocrity; and if spectacle finally triumphs over sympathy, it is not without a decent struggle.",2006-06-24,10619.0,The Last Emperor
Jonathan Rosenbaum,fresh,93389.0,Chicago Reader,"It's a tribute to the film's intelligence and its feeling for dialectics that it views both the Forbidden City and the detention center as prisons, and that when Pu Yi winds up as a gardener there's a sense of gain as well as loss.",2004-08-20,10619.0,The Last Emperor
Vincent Canby,rotten,93389.0,New York Times,The Last Emperor is like an elegant travel brochure. It piques the curiosity. One wants to go. Ultimately it's a let-down.,2003-05-20,10619.0,The Last Emperor
Roger Ebert,fresh,93389.0,Chicago Sun-Times,Everything involving the life of Pu Yi was a waste. Everything except one thing: the notion that a single human life could have infinite value.,2000-01-01,10619.0,The Last Emperor
Desson Thomson,fresh,93389.0,Washington Post,A remarkable achievement.,2000-01-01,10619.0,The Last Emperor
Rita Kempley,rotten,93389.0,Washington Post,"We need more than elegant parallels and lavish production values. We need tension, characterization, drama.",2000-01-01,10619.0,The Last Emperor
Desmond Ryan,fresh,95953.0,Philadelphia Inquirer,Everything about the acting and direction of Rain Man is so exquisitely calibrated and so right that it's all too easy to forget how much could have gone wrong.,2014-01-13,15245.0,Rain Man
Jay Boyar,fresh,95953.0,Orlando Sentinel,"A fascinating, often very moving, frequently funny film.",2014-01-13,15245.0,Rain Man
Dave Kehr,fresh,95953.0,Chicago Tribune,"It's an honorable effort, touched by a certain lightness and grace.",2014-01-13,15245.0,Rain Man
Sheila Benson,fresh,95953.0,Los Angeles Times,"What no one can argue is that Rain Man is Cruise's quantum leap, so that it can be said unblushingly that he holds his own with the masterly Hoffman.",2013-02-20,15245.0,Rain Man
Gene Siskel,fresh,95953.0,Chicago Tribune,"The strength of the film is really that of Cruise's performance, his finest since Risky Business.",2013-02-06,15245.0,Rain Man
Richard Schickel,rotten,95953.0,TIME Magazine,"Rain Man's restraint is, finally, rather like Raymond's gabble. It discourages connections, keeping you out instead of drawing you in.",2008-12-21,15245.0,Rain Man
Amy Dawes,rotten,95953.0,Variety,"One of the year's most intriguing film premises is given uneven, slightly off-target treatment in UA's Rain Man.",2008-02-20,15245.0,Rain Man
Jonathan Rosenbaum,fresh,95953.0,Chicago Reader,"Valeria Golino is appealing as Cruise's girlfriend; Hoffman makes his character pretty believable without milking the part for pathos and tears, and it's nice to see Cruise working for a change in a context that isn't determined by hard sell and hype.",2007-02-05,15245.0,Rain Man
Brian Case,rotten,95953.0,Time Out,"There is no story, no motor, and given the nature of the premise, nothing much can happen.",2006-02-09,15245.0,Rain Man
Vincent Canby,rotten,95953.0,New York Times,"Its end effect depends largely on one's susceptibility to the sight of an actor acting nonstop and extremely well, but to no particularly urgent dramatic purpose.",2003-05-20,15245.0,Rain Man
Roger Ebert,fresh,95953.0,Chicago Sun-Times,Rain Man is so fascinating because it refuses to supply those questions with sentimental but unrealistic answers.,2000-01-01,15245.0,Rain Man
Hal Hinson,rotten,95953.0,Washington Post,Neither Levinson nor Hoffman was able to penetrate the mystery of their subject.,2000-01-01,15245.0,Rain Man
Desson Thomson,rotten,95953.0,Washington Post,Rain Man is far from a washout but you can't help feeling all those missed opportunities raining down on you.,2000-01-01,15245.0,Rain Man
Kathleen Carroll,fresh,97239.0,New York Daily News,The movie never resorts to sentimentality. It has a dry wit as well as genuine warmth. Best of all it is the perfect showcase for two deserving actors -- Jessica Tandy and Morgan Freeman.,2015-02-23,11760.0,Driving Miss Daisy
Gene Siskel,fresh,97239.0,Chicago Tribune,"One of the year's best films, a rarity in that a play has been successfully transferred to film without having the dialogue seem ""written.""",2015-01-26,11760.0,Driving Miss Daisy
Desmond Ryan,fresh,97239.0,Philadelphia Inquirer,"Driving Miss Daisy spans a quarter-century in the intricate relationship of a Southern dowager and her chauffeur, and it is a movie that invites you to appreciate the passage of time in more than one way.",2014-01-06,11760.0,Driving Miss Daisy
Owen Gleiberman,fresh,97239.0,Entertainment Weekly,Jessica Tandy and Morgan Freeman give exceptional performances,2014-01-06,11760.0,Driving Miss Daisy
Peter Rainer,fresh,97239.0,Los Angeles Times,"Freeman and Tandy have their own performer's pride, and that transfers to their characters. Tandy, in particular, is almost astringent in her denial of easy emotion.",2014-01-06,11760.0,Driving Miss Daisy
Jay Boyar,fresh,97239.0,Orlando Sentinel,"This is a story about people, not politics. And perhaps because we can see the actors in closeup on the screen, that is even truer of the movie than the play.",2014-01-06,11760.0,Driving Miss Daisy
Dave Kehr,fresh,97239.0,Chicago Tribune,"For Tandy, it's her most substantial film role since her sublime work in Alfred Hitchcock`s 1963 The Birds, and she takes full advantage of it; never playing for sympathy, she earns it completely.",2014-01-06,11760.0,Driving Miss Daisy
Richard Schickel,fresh,97239.0,TIME Magazine,"Alfred Uhry's adaptation of his Pulitzer-prizewinning play aspires more to complex observation of human behavior than to simple moralism about it. Precisely because it has its priorities straight, it succeeds superbly on both levels.",2009-02-20,11760.0,Driving Miss Daisy
Joseph McBride,fresh,97239.0,Variety,Bruce Beresford's sensitive direction complements Alfred Uhry's skillful adapation of his Pulitzer Prize-winning play.,2008-01-28,11760.0,Driving Miss Daisy
Jonathan Rosenbaum,fresh,97239.0,Chicago Reader,The movie also has something legitimate and instructive to say about the subtlety and intricacy of everyday race relations in the south during the period covered (roughly 1948 to '73).,2007-02-05,11760.0,Driving Miss Daisy
Colette Maude,fresh,97239.0,Time Out,Far too cosy to serve as an effective social or political metaphor; better to regard it as a solid ensemble piece.,2006-01-26,11760.0,Driving Miss Daisy
Vincent Canby,fresh,97239.0,New York Times,"There is an exhilarating, singularly theatrical lightness of touch that is often lost when these settings are made manifest in a movie.",2003-05-20,11760.0,Driving Miss Daisy
Peter Travers,fresh,97239.0,Rolling Stone,This is Tandy's finest two hours onscreen in a film career that goes back to 1932.,2001-05-13,11760.0,Driving Miss Daisy
Rita Kempley,fresh,97239.0,Washington Post,"The story holds a potential for sap that is mostly unfulfilled thanks to Beresford's stately approach, the stars' better judgment and the protagonists' sharp wits.",2000-01-01,11760.0,Driving Miss Daisy
Roger Ebert,fresh,97239.0,Chicago Sun-Times,"Driving Miss Daisy is a film of great love and patience, telling a story that takes 25 years to unfold, exploring its characters as few films take the time to do.",2000-01-01,11760.0,Driving Miss Daisy
Desson Thomson,fresh,97239.0,Washington Post,"The movie gets you mainly because Morgan Freeman, who played chauffeur Hoke Colburn in the original stage production (and won his third Obie for it), takes the wheel and drives Daisy all the way home.",2000-01-01,11760.0,Driving Miss Daisy
Dave Kehr,fresh,65063.0,Chicago Reader,"Whatever its genesis, Allen's scraggly rhetoric evolved into the dominant comic style of the 70s.",2013-05-10,16258.0,Take the Money and Run
Variety Staff,rotten,65063.0,Variety,A few good laughs in an 85-minute film do not a comedy make.,2009-03-26,16258.0,Take the Money and Run
,fresh,65063.0,Time Out,"It has plenty of hilarious jokes and concepts, like the ventriloquists' dummies at prison visiting time, and the return home from a chaingang break with five shackled cons in tow.",2006-06-24,16258.0,Take the Money and Run
Vincent Canby,fresh,65063.0,New York Times,"Allen has made a movie that is, in effect, a feature-length, two-reel comedy -- something very special and eccentric and funny.",2005-05-09,16258.0,Take the Money and Run
Roger Ebert,rotten,65063.0,Chicago Sun-Times,"Woody Allen's Take the Money and Run has some very funny moments, and you'll laugh a lot, but in the last analysis it isn't a very funny movie.",2004-10-23,16258.0,Take the Money and Run
Jay Cocks,fresh,67309.0,TIME Magazine,"[Fonda] makes all the right choices, from the mechanics of her walk and her voice inflection to the penetration of the girl's raging psyche. It is a rare performance.",2009-08-30,14025.0,Klute
Geoff Andrew,fresh,67309.0,Time Out,"For once, a genuinely psychological thriller.",2006-02-09,14025.0,Klute
Roger Ebert,fresh,67309.0,Chicago Sun-Times,"With Fonda and Sutherland, you have actors who understand and sympathize with their characters, and you have a vehicle worthy of that sort of intelligence. So the fact that the thriller stuff doesn't always work isn't so important.",2004-10-23,14025.0,Klute
Roger Greenspun,rotten,67309.0,New York Times,"Pakula, when he is not indulging in subjective camera, strives to give his film the look of structural geometry, but despite the sharp edges and dramatic spaces and cinema presence out of Citizen Kane, it all suggests a tepid, rather tasteless mush.",2003-05-21,14025.0,Klute
,fresh,87995.0,Variety,Repo Man has the type of unerring energy that leaves audiences breathless and entertained.,2007-06-04,16154.0,Repo Man
Dave Kehr,fresh,87995.0,Chicago Reader,"Cox's style is a step beyond camp into a comedy of pure disgust; much of the film is churlishly unpleasant, but there's a core of genuine anger that gives the project an emotional validation lacking in the flabby American comedies of the early 80s.",2007-06-04,16154.0,Repo Man
Geoff Andrew,fresh,87995.0,Time Out,"There are endless things to enjoy, from Robby Muller's crisp camerawork to a superb set of performances, from witty movie parodies to a tremendous punk soundtrack.",2006-06-24,16154.0,Repo Man
Roger Ebert,fresh,87995.0,Chicago Sun-Times,"Repo Man comes out of left field, has no big stars, didn't cost much, takes chances, dares to be unconventional, is funny, and works. There is a lesson here.",2004-10-23,16154.0,Repo Man
Vincent Canby,fresh,87995.0,New York Times,"It's very entertaining, and though it's rude in an R-rated way, it has the good taste never to promise more than it can deliver.",2003-05-20,16154.0,Repo Man
Robert Abele,fresh,100142.0,Los Angeles Times,"Stillman hasn't made as hermetically appealing a movie since, but for those lamenting the absence of the written word in modern comedy - rather than the improvisationally blurted-out kind - ""Metropolitan"" makes for delightful memory-lane viewing.",2015-08-13,120401555.0,Metropolitan
Mike D'Angelo,fresh,100142.0,AV Club,"Metropolitan has always felt like a movie that exists in a strange, insular little bubble of its own, utterly divorced from the personal experience of virtually anyone who watches it.",2015-08-06,120401555.0,Metropolitan
Sam Weisberg,fresh,100142.0,Village Voice,It might make you long for a return to movies in which teens have a greater vocabulary than their parents.,2015-08-04,120401555.0,Metropolitan
Richard Brody,fresh,100142.0,New Yorker,"Stillman films these rounds of romance and jealousy, old mind-sets and new friendships, as scintillating dialectical jousts in which verbal blows take the place of action and leave lasting emotional wounds.",2015-08-03,120401555.0,Metropolitan
Jonathan Rosenbaum,fresh,100142.0,Chicago Reader,"Whit Stillman's crafty independent feature about wealthy Park Avenue teenagers and a middle-class boy who joins their ranks over one Christmas vacation is certainly well imagined, and impressively acted by a cast of newcomers.",2008-07-18,120401555.0,Metropolitan
Variety Staff,fresh,100142.0,Variety,"Filmmaker Whit Stillman makes a strikingly original debut with Metropolitan, a glib, ironic portrait of the vulnerable young heirs to Manhattan's disappearing debutante scene.",2008-07-18,120401555.0,Metropolitan
Jessica Winter,fresh,100142.0,Time Out,"None of Stillman's endearing characters quite fits their prescribed social context, and in its exhilarated final movement, Metropolitan finds an exit out of the stifling UHB salon.",2006-06-24,120401555.0,Metropolitan
Desson Thomson,rotten,100142.0,Washington Post,"True appreciation for this movie may be restricted to those with firsthand experience in this kind of world, or a certain upper-haute stamina.",2000-01-01,120401555.0,Metropolitan
Roger Ebert,fresh,100142.0,Chicago Sun-Times,"Not very much happens in Metropolitan, and yet everything that happens is felt deeply, because the characters in this movie are still too young to have perfected their defenses against life.",2000-01-01,120401555.0,Metropolitan
Rita Kempley,fresh,100142.0,Washington Post,"Like chamber music, Metropolitan is sprightly, intimate and all too self-aware.",2000-01-01,120401555.0,Metropolitan
,rotten,100142.0,Entertainment Weekly,,1990-08-03,120401555.0,Metropolitan
,none,91369.0,Variety,,2009-03-26,10057.0,Labyrinth
Steven Rea,fresh,91369.0,Philadelphia Inquirer,"An innovative mix of sophisticated puppetry and special effects, Labyrinth has all the components of classic myth.",2007-08-09,10057.0,Labyrinth
Desson Thomson,rotten,91369.0,Washington Post,"Unfortunately, this contemporary (at least, for the era) fairy tale, directed and co-written by Muppets creator Jim Henson, never sets a timely tone beyond the 1980s. It remains disappointingly tethered to yesteryear.",2007-08-02,10057.0,Labyrinth
,none,91369.0,Denver Post,,2007-07-14,10057.0,Labyrinth
Wesley Morris,rotten,91369.0,Boston Globe,Henson's imagination is boundless. But his movie has no pep. It's a dream in neutral.,2007-06-29,10057.0,Labyrinth
Michael Wilmington,fresh,91369.0,Chicago Tribune,"A real masterpiece of puppetry and special effects, an absolutely gorgeous children's fantasy movie.",2007-06-14,10057.0,Labyrinth
Geoff Andrew,none,91369.0,Time Out,,2006-06-24,10057.0,Labyrinth
Nina Darnton,fresh,91369.0,New York Times,A remarkable achievement.,2003-05-21,10057.0,Labyrinth
Roger Ebert,rotten,91369.0,Chicago Sun-Times,"Great energy and creativity went into the construction, production and direction of this movie, but it doesn't have a story that does justice to the production.",2000-01-01,10057.0,Labyrinth
Joseph Gelmis,rotten,88847.0,Newsday,"Nothing really changes. You hear nothing you haven't heard before. But you know that for them it is happening for the first time, and they deserve compassion. I'm not sure that's a good enough reason to see ""The Breakfast Club.""",2015-03-23,14900.0,The Breakfast Club
Rafer Guzman,fresh,88847.0,Newsday,"Rarely have on-screen teens felt this authentic. They bluster, bicker and trade horrible insults (whence the film's R rating), then suddenly expose their most guarded feelings.",2015-03-23,14900.0,The Breakfast Club
